predict_id,filename,timestamp,track_id,width,height,x_person,y_person,w_person,h_person
cf626bbe-6ffe-43a0-8056-05424f9e4019,testvideo.mp4,0.0,1,480,854,0,238,113,389
ce32eadb-26f5-4f95-9671-da674403768b,testvideo.mp4,0.0,2,480,854,314,173,166,597
5d177d7e-cce3-41ae-8abb-26720cde86cc,testvideo.mp4,0.5,1,480,854,0,230,133,435
e3e142a1-5ce8-454d-8907-52358cd57ae6,testvideo.mp4,0.5,2,480,854,279,143,201,604
936fb0b6-a197-499d-a30c-3ac98cf3e813,testvideo.mp4,1.0,1,480,854,2,230,153,449
888a1def-0581-4bdf-a841-bddbcdaa0f4c,testvideo.mp4,1.0,2,480,854,298,144,181,620
4ed24364-4f87-4eec-aa38-24c5f55b4910,testvideo.mp4,1.5,1,480,854,3,225,160,458
e199eeee-72fc-4a6d-b774-397633012ec4,testvideo.mp4,1.5,2,480,854,304,146,176,614
e4596329-0766-48dd-8907-e9e3ec430428,testvideo.mp4,2.0,1,480,854,19,218,160,470
fc31810b-9528-41f1-9edd-224ec8567682,testvideo.mp4,2.0,2,480,854,319,148,161,622
0e3e52eb-ca84-44f9-a893-75f8893f2350,testvideo.mp4,2.5,1,480,854,21,219,162,467
7d7e131a-831a-4c08-b3f9-77eee4c15889,testvideo.mp4,2.5,2,480,854,321,166,158,597
fc09cdee-c3d1-4d81-b6b3-84d58a56b0b6,testvideo.mp4,3.0,1,480,854,16,216,176,471
691014a1-6a92-4837-b48b-5a6e562fb6d5,testvideo.mp4,3.0,2,480,854,312,168,167,587
6c10214f-61b3-4769-aeef-4c4d31854131,testvideo.mp4,3.5,1,480,854,19,217,161,472
9986760a-b7df-45aa-83d3-1b92bc84519d,testvideo.mp4,3.5,2,480,854,314,162,165,591
a593a5e8-fc3f-4b47-9890-e46b3aa7861b,testvideo.mp4,4.0,1,480,854,29,214,169,475
e4f9bfd7-ab97-45f0-bb81-21a670134976,testvideo.mp4,4.0,2,480,854,303,166,177,586
7c4382ad-61af-4996-a2aa-bc2b6ce847e0,testvideo.mp4,4.5,1,480,854,17,214,186,475
8cb7f8b1-3e91-4718-b87d-f9f20951f825,testvideo.mp4,4.5,2,480,854,270,169,195,582
7694b4c1-4ea3-4df9-9970-7a59547f6bc5,testvideo.mp4,5.0,1,480,854,22,216,170,482
840a584b-27ee-41af-b9c4-fe9ba85d330c,testvideo.mp4,5.0,2,480,854,244,188,189,568
9014e8bd-e2d7-4ce5-bccf-d7b040a0d0e5,testvideo.mp4,5.5,1,480,854,21,222,176,463
